날짜,리뷰
2021.03.27,옷 넣고 다닐려고 샀는데 생각보다 작고 한 벌 정도는 넣을 수 있습니다.
2021.03.25,가방이 생각보다 작게 생겼는데 학생가방크기만하고 가볍게 들고 다니기 좋고 처음에 찌뿌가 되서 왔다
2021.03.20,화면과 똑같아요 크기 적당합니다 15인치 노트북 들어가요
2021.03.19,무난하고 좋아요 가격도 저렴하고 가방 자체가 가벼워서 좋은 거 같아요
2021.03.17,엄마가 공부하기 시작하셔서 구입했는데 딱 맘에 들어하시네요:)
2021.03.17,깔끔한 검은색 디자인에 유니크한 칼하트 로고가 돋보이는 제품입니다.
2021.03.15,적당한 사이즈고 고등학생보단 대학생이 더 괜찮을듯요 수납공간 생각보다 적어용
2021.03.15,수납공간이 별로 없어서 아쉬워요 무난하게 예쁘네요
2021.03.13,심플해서 좋은데 수납공간도 심플해요 작다는건 아니고 안주머니가 없어서 아쉬워요 그리고 저는 공부하느라 거의 매일 매고 다니는데 어깨 쿠션이나 이런게 좋지 않아서 좀 아파요 무거운가방 매일 들고다니려면 좀더 좋은 가방이었으면 좋았을것같아요 근데 이건 제 사정이고 가방자체는 만족합니다
2021.03.09,앞쪽 주머니에 안에 수납공간 한두개 더 있어서 편리해요! 무엇보다 엄청 가벼워서 좋아요
2021.03.07,너무너무 예뻐요. 심플한거 원했는데 요긴하게 잘 쓸 것 같아요.
2022.04.03,딱 그냥 가방 집어들고 나가기 적당해요 코디하기 편해요
2022.04.02,공간이 좀 적어서 아쉽네요 하지만 컴퓨터도 충분히 들어가서 좋아요!
2022.04.01,그냥 깔끔하게 기본 가방이여서 무난하게 자주 매요!
2022.03.31,생각보다 수납이 많이 되고 어깨도 아프지 않고 편해요
2022.03.28,지퍼가 좀 빡빡하긴한데 쓰다보면 괜찮아질 것 같네용 가볍고 좋아요~
2022.03.28,저렴한 무지백팩같은 퀄이긴 한데 가볍고 좋은 것 같네요ㅠ 가격이 비해선 아쉬움
2022.03.28,"사이즈는 정말 좋은데 주머니가 부족해서 아쉬워요 내부에 노트북이나 태블릿 넣을 주머니라든가 앞주머니가 하나 더 있으면 좋을거 같아요
옆주머니도 있으면 좋을듯"
2022.03.27,학교 다닐때 메려고 구매했는데 가벼워서 데일리 메기 좋을거 깉아요
2022.03.26,첨에 지퍼가 많이 빡빡하고 모양이 되게 딱딱하게 잡혀있어서 막 훌렁훌렁한 가방 상상하신 분들은 좀 실망하실 수도
2022.03.25,가방가볍고 좋아요 근데 지퍼가 잘 안열려서 좀 불편해요
2022.03.23,일반 가방보다 좀 작은 크기인줄 알고 샀는데 기대처럼 사이즈도 적당하고 가방도 가볍습니다
2022.03.23,백팩으로 뭐 살까 고민했었는데 칼하트로 하나 장만했어요 좋습니다.
2022.03.23,크기나 수납 다 적당해요 15인치 노트북도 잘 들어가요! 근데 지퍼가 좀 빡빡해서 아쉬워요
2022.03.23,가방이 작은 편이어서 가볍게 메고 다니 좋은 것 같아요!
2022.03.21,"수납공간이 거의 없다 싶을정도
그래도 예쁘긴 함"
2022.03.21,생각보다 많이 작긴한데 들어갈건 다 들어가더라고요 만족합니다
2022.03.19,"중학교 책가방으로 구매.
가볍고 수납공간 넉넉해서 학원 갈때도 잘 메고 다녀요.
아주 마음에 들어요"
2022.03.19,가방 사이즈가 작을까봐 걱정했는데 생각보다 커서 잘 쓰고 있어요
2022.03.19,선물하려고 샀는데 사이즈도 적당해보이고 좋습니다
2022.03.19,맘에 들어요. 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요 좋아요
2022.03.18,전투용으로 매기 좋아요. 크기는 적당합니다 딱 맞아요
2022.03.18,"노트북 자리가 없어서 아쉬웠지만
예뻐서 매고 다닙니다"
2022.03.17,가방 크기가 제가 딱 원하는 크기여서 만족스럽습니다!! 이쁘게 잘 쓸 수 있을 듯 해요!!
2022.03.16,이쁘고 무난하게 좋아요! 칼하트는 배신하지 않네요????
2022.03.15,대학생 데일리백으로 좋아요 친구 생일 선물 사주려고 주문했는데 좋아하네요
2022.03.15,"책이랑 아이패드 넣고 다녀도 하나도 안 무겁고
수납 공간도 넉넉해서 잘 들고 다닐 거 같아요ㅐ"
2022.03.14,노트북담은 공간없고 그냥 무난무난합니다 가격비하면 나쁘지 않은듯
2022.03.14,"좋아요
사이즈 모양 예쁨
수납공간은 앞에 포켓이 다지만 딱히 안써서 만족스러움"
2022.03.12,생각보다 크고 예뻤지만 수납공간이 조금 부족해요
2022.03.12,노트북 그램 들어갈 정도로 크지는 않고 책가방으로는 적당합니다
2022.03.12,재질은 단단한데 무게는 가벼웠어요! 그리고 제가 생각한거보다는 작더라구요ㅠㅠ 그래도 수납공간 적당하고 데일리로 좋은거같아요!
2022.03.12,좋네요 생각보다 작간해요 근데 이뻐서 완전 좋아요
2022.03.12,작은가방밖에 없어서 유도복 넣고다니고있습니다 딱이네요
2022.03.11,딱 깔끔하고 예뻐요 노트북 들어갈 수 있어용 짱짱~
2022.03.10,친구가 생일선물로 부탁해서 구매햤는데 만족해요 잘 선물 했습니다
2022.03.10,"가볍고 실용성이너무 좋아요
심플해서 디자인으로 봐도 이쁩니다"
2022.03.09,사이즈가 진짜 적당해서 메고다니기 용이합니다
2022.03.09,사이즈도 괜찮고 15인치 노트북 충전기 태블릿 같이 들어갈수있는 크기입니다 무난해용
2022.03.09,서브 가방으로 쓰기에 좋아요 그런데 크기가 살짝 작아요
2022.03.08,동생 새학기 선물로 사줬어요 맘에 들어하네요 수납공간이 그닥 많지 않고 밑에 판도 없지만 이쁘고 가볍게 메기 좋네요
2022.03.07,대학생 가방으로 적당해요 근데 보부상 스타일이라면 좀 작을 수도 있을 것 같네요
2022.03.07,칼하트 트레이드 시리즈 백팩 블랙 마음에 들어요.
2022.03.07,대학가서 간단하게 들고다닐 백팩 찾고있었는데 칼하트가 눈에 보이더라구용 엄청 가볍구 딱 필요한거 들고 다니기 좋습니다
2022.03.07,간편하게 들기 좋아요 학생들 수업용으로도 강추
2022.03.06,가볍고 튼튼하고 무난하게 유행 안 타게 생겨서 좋아요
2022.03.06,여동생 사줬는데 너무 맘에들어하네요 가방이 좀 작아용
2022.03.05,세일할 때 샀는데 역시 칼하트라 그런가 탄탄해 보여요
2022.03.05,"완전 이쁘고 캐주얼해요
완전 잘 매고 다닐 거 같아야"
2022.03.05,확실히 일반 백팩보다 작고 승모근? 목 옆쪽??이 아프더라고요 새거라서 그런건지 싸서 그런건지...
2022.03.05,"수납공간은 원래부터 없는거 알고 있어서 만족했어요
너무 예쁘고 가볍고 안쪽이 굉장히 튼튼해요"
2022.03.04,굉장히 심플하고 어떤 코디를 해도 무난하게 잘 소화하는거 같아요 정말이뻐요!!
2022.03.04,"요즘 가방들은 대부분 크고 넓어서 작은걸 원했는데 딱 원하던 거에요! 수납공간이 많지 않아서 좋고, 시플하고 예쁘네용"
2022.03.04,진짜 이쁘고 데일리 가방으로 제격이에요 무조건
2022.03.04,대충 쓰려고 샀는데 사이즈도 괜찮고 만족합니다
2022.03.04,사이즈가 좀 작습니다. 구매할 때 이 점만 조심하시면 다른 부분은 다 만족입니다.
2022.03.02,생각보다 작긴 한데 메고다니기에는 딱 좋은 것 같아요.
2022.03.02,동생선물로 사줬는데 사이즈는 좀 작은거 같아요. 근데 문난해서 좋아하네요
2022.03.01,"크기는 살짝 작은데 저한테 딱 맞아서 좋았어요!
수납공간이 적어서 책 같은걸 많이 들고다니지는 못할것 같네요"
2022.02.28,고등 입학 산물 세컨가방으로 사주었는데 완전 만족하네요
2022.02.28,가방 가볍고 좋아요! 생각보다 수납 넉넉하고 짱짱해서 오래 맬수있을거같아요 ㅎㅎ
2022.02.28,"디자인이 심플해서 좋아요
체구가 작은 편이라 가방이 많이 작다는 느낌은 못받았는데 그래도 약간 작은 감이 없지않아있어요 수납공간도 책가방으로 쓰기엔 적은편
새거라 그런지 딱딱하네요 주름도 잘 안펴지고 이런건 쓰면서 괜찮아질듯 근데 어깨끈 쿠션감? 푹신함이 덜해서 무거운거 넣고 오래 들면 어깨 아플듯해요
옆구리쪽에 보통 우산? 물병?넣는 공간이 없어서 아쉽네요
만족해요"
2022.02.28,사이즈 엄청 작진 않고 무난하게 대학생 백팩으로 괜찮아요!! 보부상인 분들은 비추....
2022.02.27,괜찮아요 처음에 좀 짱짱한데 길들이면 되겠죠 뭐
2022.02.27,사이즈가 작은건 상관없는데 옆에 물병담는거 있었으면 좋겠어요
2022.02.27,크기도 적당하고 칼하트 로고 포인트가 너무 예뻐요
2022.02.26,사이즈도 너무 작거나 크지않고 학교가ㄹ때 휘두루 마뚜루 메기 조하요
2022.02.26,가방이 작을 것 같아 걱정했는데 생각보다 안에 많이 들어가고 좋은 것 같아요! 역시 칼하트라 그런가 디자인은 뭐.. 할 말도 없죠 굿굿
2022.02.26,"완전백팩은 아니고
언제나어디서나 무난하게멜수있는 사이즈에요"
2022.02.26,생각보다 많이 납작 했습니다. 뒤에서 봤을땐 괜찮은데 옆에서 보면 조금 별로에요. 고려해서 사시길. 전 싸게 사서 반품은 안할려고요.많이 안들어 갈 것 같은데 많이 들어갔고 어깨끈은 좋네요.
2022.02.25,가볍게 들겠다고해서 선물했는데 좋아하네요! 만족합니다
2022.02.24,15인치 노트북까지 넉넉하게 들어갑니다 적당해요
2022.02.23,디자인 너무 예쁜데 아이패드나 노트북 넣을 공간이 없어요 ㅠㅠ
2022.02.23,조금 작아도 그냥 무난하게 좋습니다 감사합니다
2022.02.22,학교에 들고다니려고 샀는데 대만족! 원래 쓰던 가방보다 훨 가볍네요
2022.02.21,고등학생 딸이 예쁘다고 하네요 배송도 엄청 빨라요
2022.02.21,"그냥 귀엽고 괜찮아여
무난무난하고 편하게 자주 매고 다닐 것 같아여"
2022.02.20,수납공간도 넉넉하고 디자인도 심플해서 이쁜 거 같아요
2022.02.19,대학생용 백팩으로 좋을 것 같아서 샀는데 15인치 노트북도 잘 들어갑니다 좋아요 굿굿
2022.02.19,가볍게 들고 다니기 좋고 후기보고 작을줄 알았는데 생각보다 큼
2022.02.19,좋아요 무난하고 깔끔해요 사이즈도 적당해서 완전 만족 ㅎㅎ
2022.02.18,그냥 깔끔하고 무난한것 같습니다 수납공간은 별로 크진 않아요
2022.02.18,지퍼가 조금 빡빡하긴 한데 무난해서 좋아요 가볍게 들기 좋아요
2022.02.17,가방에 책을 담으면 가방이 처지는건 아쉽지만 나머지는 다 좋아요
2022.02.17,너무 작아서 전공책이 많이 들어갈까 생각했는데 보기보다는 꽤 많이 들어가요
2022.02.16,사이즈도 적당하고 칼하트라서 그런지 튼튼합니다
2022.02.15,"가방은괜찮은데 수납공간이 넘 적어요.
새거라 지퍼도 ㅜㅜ아직 불편해요"
2022.02.15,"기본 백팩 중에 이게 제일 이쁜 것 같아서 구매했습니당
지퍼가 빳빳하지만 좋습니다 엘지 그램 15인치 충분히 들어가고 아이패드 전공책 등 생각보다 많이 들어가는 거 같아요"
2022.02.15,"요즘은 워낙 등산가방? 같이 나온 디자인들의 백팩들이 많아서 이렇게 심플한 가방이 갖고 싶었는데,, 너무 예쁘고 무난하고 유행도 안타고 완전 대만족입니다 :)"
2022.02.14,"가방 크기도 적당하고, 튼튼해보이네요. 잘 쓰겠습니다."
2022.02.13,맥북 13인치 파우치 넣어서 잘들어가요 길들이는덴 시간 좀 들긴할듯..
2022.02.12,색감도 너무마음에들고 만족합니다 재구매의향도 있구요
2022.02.11,가방 사이즈도 적당하고 디자인이 이뻐요 재구매 의사 있어요
2022.02.09,너무 예쁘고 귀엽고 깜찍하고 여자친구가 좋아해요 ㅋ
2022.02.08,질이 굉장히 좋은 것같고 빳빳해서 좋아요 수납공간은 엄청 많진 않지만 그냥저냥 적당합니다
2022.02.07,너무작지않고 활용도좋은 백팩이에요 가격대비 좋음
2022.02.06,"15인치 그램 잘 들어가고 아이패드, 전공서적 넣으면 딱 맞는 크기입니다. 중고등학생이 쓰기엔 수납이 좀 아쉬울 것 같긴 합니다"
2022.02.05,디자인 심플하고 가벼워서 잘 들고다닐 수 있을 것 같아용
2022.02.05,"무난하게 쓰기 좋아요
어느 옷에서나 다 잘 어울릴 거 같아요"
2022.02.05,가방잌ㅋ 살짝 작아요 제가 좀 덩치가 커서 그런거 같지만 좀 작아요
2022.02.04,가볍고 좋아요. 주머니가 앞주머니만 분리 되어 있고 옆면이라던가 가방 내부에 주머니가 없어서 좀 아쉬워요.
2022.02.01,배송도 빠르고 이쁜거같아요 생각보다 넉넉해요~
2022.01.27,가방이 되게 뻣뻣하네요... 가볍게 들고다니기 좋을 것 같아요
2022.01.10,깔끔하고 이쁜데 수납공간이 작아서 짐이 많으면 살짝 불편해요 간단한 용도로는 아주 좋아요
2021.12.13,튼튼하고 세일할 때 잘샀어요 잘 메고 다니는중임
2021.12.06,"저렴해서 샀어용!!
저는 책을 조금 갖고 다닐려고 산거라서 딱 좋았어요"
2021.12.04,생각보다 납작하고 작은 느낌이었는데 가볍게 들고 다니기에 딱이에요 !
2021.12.02,가방 지퍼 올릴때가 불편하긴한데 그렇게 신경쓰일정도는 아니라서 괜찮아요그냥 무난무난한 가방이에요 좋아요
2021.11.28,"귀엽고 이쁜데 공간이 생각보다 작은것같아요ㅠ
제가 보부상이긴한데 물건이 많이 안들어가는것같아요ㅠ
그래두 이뻐용!"
2021.11.27,"예쁘고사이즈좋은데
수납공간부족한게아쉽네요"
2021.11.22,심플하고 이쁘네요 잘쓸게요 감사합니다 선생님들
2021.11.21,"확실히 수납 공간이 2곳 밖에 없어서 아쉬웠지만
할인 할때 구매해서 다행(가벼움)"
2021.11.19,생각보다 수납 공간도 많고 노트북도 들어갑니다 굿띠끼
2021.11.17,한달넘게 사용하고 있는데 무난하게 여기저기 잘매고다녀요
2021.11.15,여친핰테 선물했더니 좋아해요 허허 저렴하니 좋은듯
2021.11.14,수납공간이 많은 건 아닌데 무난하게 데일리로 매기 좋은 것 같아요 !
2021.11.08,흐히하이레리 여친선물로죴는데 여친ㅇ 잘매고다녀서 기분이 좋아영
2021.11.07,사이즈가 생각보다는 살짝 작은데 그래도 좋아요
2021.11.07,베이직해서 호크룩스예요! 맨날 ㅁㅔ고 다닙니다요 가볍고 조아요
2021.11.06,"생각했던거보다 사이즈가 작아요
그래도 많이 작지는 않고 수납공간은 나름 넉넉합니다 !"
2021.11.04,"학업용으로 평소 책 넣고 다니기좋아요
어느 옷에나 잘 어울리고. 수납공간이나 무게. 실용적이에요"
2021.11.04,생각보다 좀 작았는데 그래도 많이 들어가네요 좋아요
2021.11.02,지퍼 열고 닫는게 살짝 불편한데 이뻐요 싼맛에 사서 잘사용합니다
2021.11.02,브라운 추천해요 블랙사려다 브라운으로 결정했는데 절대 후회안합니다 넘 예뻐요 가볍고 깔끔해서 데일리로 매기 좋아요
2021.11.02,가볍게 사용하기 좋아요. 사이즈가 작지도 크지도 않고 좋습니다. 은근 많이 들어가요.
2021.11.02,책가방으로 잘 쓰고 있어요 가방 수납 공간이 좀 부족한거 같아요
2021.11.02,깔끔하고 예뻐요 다만 수납 공간이 조금 부족해요 ㅠ
2021.11.01,가장 무난한 디자인. 적당한 수납공간. 기본백팩으로 최고.
2021.10.30,생각보다 많이 들어가서 좋았어요. 메인 주머니에 수납공간 있었으면 좋았을듯.
2021.10.28,그냥 기본 백팩 근데 볼륨감이 없는건 진짜 치명적인 단점
2021.10.26,여성분들 적당히 책하고 물건 넣고 다니기 좋아요
2021.10.24,앞주머니 빼고 보조주머니가 없는게 조금 아쉽지만 가볍고 축 쳐지지 않아서 학생 가방으로 좋습니다
2021.10.22,가볍고 무난한 디자인이라서 잘 사용하고 있습니다!
2021.10.21,"가장 먼저 로고가 마음에 들고 잘 메고 다닙니다
다만 아쉬운 점은 수납이 부족한 것 같아요 ㅠㅠ"
2021.10.20,배송도 빠르고 크기도 적당하고 무난해서 좋아요
2021.10.19,괜찮아요수납공간도있고깔끔합니당가벼워요
2021.10.18,가방이 가볍고 튼튼해서 오래쓸 수 있을것 같아요.
2021.10.18,"싼 이유가 있으나, 가성비는 좋습니다. 지퍼가 좀 안되지만 그거 말곤 문제 없습니다. 딱 1년정도만 쓸 뜻 ㅎㅎ"
2021.10.18,여자친구 선물로 줬는데 좋아하네여 칼하트는 역시네요
2021.10.18,수납공간이 두 개라 살짝 부족하긴 하지만 잘 쓰고 있습니다~
2021.10.18,남자친구 선물로 사줬는데 크기 작아보이지도 않고 괜찮은 것 같아요~~ 맘에 들어해용
2021.10.18,생각했던 거보다 마음에 들어요! 빳빳해서 각도 잡혀있고 배송도 빨랐어요~
2021.10.18,생각보다 넣을곳많고 미니멀한 느낌을 줘서 코디하기 편함
2021.10.17,가격싸고 가볍고 그냥 적당비싼거하나도 필요없음
2021.10.17,예전부터가지고싶었돈 가방인데 넘이뻐용 무난무난
2021.10.16,가방은 좀 작은감이있지만 그래도 깔끔하고 심플해서 예뻐요
2021.10.16,다 괜찮은데 수납공간이 조금 부족해요 옆면이나 안쪽에 하나만 더 있어도 좋을 것 같은데ㅜㅜ
2021.10.16,가볍게 메기 좋은 가방입니다. 수납도 적당히 가능해요
2021.10.15,수납공간이 간결해서 좋고 크기도 크지 않아서 무난하게 아무때나 들고다니기 좋아요!
2021.10.14,책을 많이 들고 다녀서 백팩이 너무 필요했는데 잘 산거 같아요! 근데 수납 공간이 좀 적어서 아쉬워요 그래도 가볍고 예뻐서 잘 산 것 같아요
2021.10.13,"크기는 그렇게 크지는 않아요
약간 작은느낌 ㅎㅎ 사이즈는 딱입니다"
2021.10.13,"다른색도 있는데 검정도 좋으네요
잘 가지고 다녀요"
2021.10.12,수납공간은 적지만 가볍고 무난한 디자인이라서 이곳 저곳 매기 좋아요!
2021.10.11,무난해서 평소에 편하게 들고다니기 딱 좋을 것 같아요~
2021.10.11,일단 가볍습니다 학원용으로 잘 메구 다닙니다 만족합니다
2021.10.11,지퍼가 잘 안 움직이긴 한데 쓰다 보면 거ㅐㄴ찮아질 섯 같아용
2021.10.11,Rdgjhxhkjbfgghjhffujb
2021.10.11,적당히 무난하고 무게감있고 아무때나 들고다니기 좋아요.
2021.10.11,가방 안 수납공간이 생각보다 넓어서 놀랐어요. 디자인도 깔끔해서 맘어 들어요
2021.10.10,대학생되서 가방추천에 많길래 무난한걸로 샀는데 크기도 그리 작지않고 노트북에 강의교재 두권정도 넣으면 딱 맞는사이즈인것 같습니다
2021.10.10,"만족합니다. 다만 수납공간이 작으니
넉넉하게 넣으시려면 다른 가방을 추천합니다"
2021.10.09,생각보다 괜찮아요! 질도 좋고 은근 빳빳해서 튼튼해용
2021.10.07,작을까봐 걱정했는데 생각보다 작진 않아서 학교 다닐때 잘 매고 다니고 있어요ㅎㅎ
2021.10.06,지금껏 산 가방 중에 가장 만족해요 ㅠㅠ.. 수납공간이 그리 많은 건 아니지만! 오히려 좋아요 ㅎㅎ 가방도 엄청 탄탄하고 .. 그냥 짱짱임 … 사랑해요
2021.10.05,"사이즈가 적당해서 학원가방으로 좋아요
맘에들어요"
2021.10.04,음 뭐 그냥 기본 백팩용으로 쓰기 적당 많이 들어가진 않아용
2021.10.02,사진이랑 똑같아요. 많이넣으면 바닥이 쳐지는 재질이지만 크기작당해서 좋아요
2021.10.02,사고 싶은데 돈이 없어서 못 사고 있었는데 세일 하길래 그냥 질렀습니다 존좋
2021.10.02,아무옷에나 매기 좋아요! 매일매일 들고 다니는 가방이에요ㅎㅎ
2021.09.29,163센치 기준 너무 작지도 크지도 않고 적당해요
2021.09.29,역시 믿고 사는 칼하트 예쁘고 가볍고 좋아요 수납공간 많이 필요 없는 사람이 사면 좋을 것 같아요
2021.09.29,배송도 빠르고 가방 공간이나 디자인이 너무 이쁘네요
2021.09.29,"디자인,무게,색상 다 좋은데 가방 크기가 작은게 단점인것같아요"
2021.09.28,수납공간이 많지는 않지만 공간 자체가 수납하기에 충분하고 깔끔하게 예뻐요
2021.09.28,아주 가볍고 심플하고 딱 들고다니기 좋은 것 같슴둥
2021.09.27,"배송은 3일 정도 걸렸고, 안 질리고 자주 멜 수 있을 것 같아요"
2021.09.27,처음으로 이런옷을 사보았는데 너무 이쁩니다 추천
2021.09.26,엄청 작은 편은 아닌 거 같아요!! 이쁘고 무난무난 하게 쓸 수 있을 거 같아요 ㅎㅎ
2021.09.25,수납공간이 큰 곳엔 아예 없고 바로 앞에 하나 총 두개에요! 그점 감안하시고 전 집앞 카페 갈때 편하게 쓰려고 조그만거 구매했어요!
2021.09.25,노트북에 태블릿에 문제집까지 들고 도서관 다녀야하는데 에코백에 들고 다니면 어깨가 정말 빠질것 같아서 백팩 하나 장만했슴다.. 요즘 백팩들 너무 크고 투박하게 나와서 고르기 어려웠는데 다행히 칼하트는 적당하고 무난한 디자인이라 구매했어요! 근데 내부에 분할되는 칸?이 하나도 없네요.. 그래도 대학생이 들기 적당한듯요!
2021.09.25,"좋아요 사세요 사세요사세요
사실 사지마세요 사세요 사실 사지마세요"
2021.09.23,"캐쥬얼하게 들고다니기 좋고
생각보다 많이 들어갑니다"
2021.09.21,원래거 너무 저한테 너무 커서 이거 시켰는데 크기도 즉당하니 ㄱㅊ네여
2021.09.21,학교 가방으로 쓰려고 산 거라 생각보다 작아서 놀랐어용 작은 만큼 내부 수납공간도 없지만 생각보다 많이 들어가고 쿠션감이 없는데도 무겁게 안 느껴져서 좋아요!
2021.09.21,지퍼가 생각보다 뻣뻣하지만 예쁘고 무난하게 매기 좋아요
2021.09.20,다른 가방에 비해 튼튼해서 구매했는데 맘에 들어요
2021.09.18,공간 구분은 확실히 적어서 수납공간은 적지만 가방 자체가 막 작진않아요!! 노트북 17인치는 확실히 안 들어가서 보조가방?용으로 쓸 것 같아요
2021.09.18,크기가 작긴한데 알고 산거라 딱 좋아요 그냥 가볍게 매고다니랴도요
2021.09.17,생각보다 작구 수납공간이 너무작아서 아쉬워요
2021.09.17,생각했던것보다 크기는작은데 학원가방으로 사용하기 적당해요
2021.09.16,"가방 머 살까 비교하다가 칼하트 선택했는데
너무 잘샀네요"
2021.09.16,"가방크기는 적당하고 수납공간도 적당해요
수납할 수 있는 곳이 많지는 않지만 그래도 책넣고 태블릿넣고 다니기에는 적당합니다"
2021.09.15,학교 갈 때 가지고 다니려고 샀는데 가볍고 좋아요
2021.09.13,무난하게 코디랑 상관없이 편하게 메고 다닐 수 있을것 같서 좋네요
2021.09.13,"학교가방으로 들고 다니려고 샀어요 처음에는 지퍼가 좀 불편했는데 쓰다보면 괜찮아질듯...!
아무대나 다 잘어울려서 만족해요"
2021.09.13,"그냥 무난하게 들고 다니기 좋아요
잘 산거 같아요!"
2021.09.12,좋아요 잘 매고다니고있어요 수납공간은 적어서 걍 대충 놓고 다녀요
2021.09.12,깔끔합니다. 어디에 가든 매고 가기 좋은 아이템이에요.
2021.09.12,요즘 학교갈때마다 가져가요. 무거운 전공책 넣고 노트북이랑 아이패드 넣어도 막 무겁다는 느낌이 안들어서 매우 만족
2021.09.12,너무 좋네요 친구 생일 선물로 사줬더니 학교 다시가고싶대요
2021.09.10,가방 너무너무 예뻐요!! 생각했던거보다 훨씬 예뻐서 배송 받고 기분이 너무 좋았어요??
2021.09.10,가볍게 들고다닐 백팩이 필요해서 샀어요 옆구리에 주머니 있었으면 좋았겠다 싶어요
2021.09.09,좋아요! 여자가 써도 안커요. 적당한 크기에 재질은 좀 뻣뻣한데 그것대로 매력있어요
2021.09.08,유명한 건 이유가 있는 거 같아요! 이쁘고 깔끔해요
2021.09.08,크기도 적당하고 가볍게 메고다니기 좋아요 고민 안해도 될거같아요
2021.09.08,조금 작은데 너무 예뻐요 단지 수납공간이 너무 적을뿐..
2021.09.08,"잘받고 잘사용하고ㅠ있습니다
기존가방에 보조가방으로"
2021.09.02,쪼그만한게 귀엽고 좋습니다 노트북은 웬만하면 안들어가요.
2021.09.02,가볍고 적당한 크기의 백팩을 원해서 만족합니다
2021.09.01,"여자가 사용하기 아주 좋은 사이즈입니다
각도 잘잡혀있고 소재도 튼튼
아주 만족스러워요"
2021.09.01,데일리로 쓸 가방 찾고있었는데 딱이고 가격또한 만족이요
2021.09.01,수납공간이 거의 없고 사이즈가 좀 작아요. 그래도 짐 적을 때 편하게 들고 다닐 수 있어서 좋아요!
2021.09.01,"작아요 초등학생한테 맞을 것 같아요
모델사진은 엄청 커보이던데ㅠ"
2021.09.01,약간 작은감이 없지 않아 있는데 나름 이쁘고 데일리로 사용하기 좋아요!
2021.08.31,무난합니다 .. 다만 사이즈가 생각보다 상당히 작아요
2021.08.31,생각보다 무겁지도 않고 끈이 넘 딱딱하면 가방이 붕 뜨는데 얘는 적당해서 안에 많이 안 넣어도 가방이 뜨지않아서 좋아요! 디자인도 무난하고 괜찮아요 !
2021.08.30,수납공간이 부족했지만 칼하트라 쓴다. 수납공간 늘려라 칼하트.
2021.08.28,생각보다 탄탄하고 예뻐요! 역시 믿고 사는 칼하트입니다
2021.08.27,너무 귀엽고 마음에 들어요 어디에 들고다녀도 완벽
2021.08.26,"마음에 들어요!
모양 흐믈(?)거려지는 거 싫어하는데 안 그래서 좋아요"
2021.08.26,"색감이 너무 예뻐서 잘 산 것 같아요!
나중에 나들이 갈 때 메려고 고이 모셔놓았습니다"
2021.08.25,컴팩트하고 가벼워서 너무 좋구 수납공간이 많이 나눠져 있지는 않습니다
2021.08.24,크기도 딱 적당하고 기본템으로 너무 좋네요~ 가방도 가볍고 만족합니다
2021.08.23,"생각보다 작네요
키가 크거나 몸이 크신분들은 선택 잘 하셔야할것 같아요"
2021.08.22,"사이즈는 딱 적당하고, 노트북이랑 책 몇권 들고 다니기 좋은 것 같아요! 대학생 가방으로 추천해용"
2021.08.21,"예뻐요.
느낌있어요.
갬성 가방.
가벼워요.
방수됨요."
2021.08.21,가방 너무 귀엽고 생각보다 수납공간도 커요 !! 만족합니당
2021.08.19,칼하트 가방 귀엽고 예쁘네요 잘매고 다니겠습니당
2021.08.18,품도 적당하고 가볍게 쓰기 좋네요 계속 오래 쓸 듯요
2021.08.17,"가방은 무게도 보통이고 튼튼해서 막 들고 다니기괜찮아요 근데 가방속에 진짜 아무것도 없고
주머니도 앞에 달린거 딱 하나기는 한데 저는
딱히 불편하지는 않아서 괜찮아요!"
2021.08.16,배송도 빠르고 너무 이쁘게 잘 입고 있어요 굿 추천
2021.08.15,가볍게 들고 다닐 백팩이 필요해서 샀는데 기대이상으로 너무 예쁘고 튼튼해서 잘 들고 다닐거같아요!
2021.08.14,가방이 조금 작긴한데 막 물건이 안 들어가서 불편한 정도로 엄청 작진 않아요 디자인 괜찮고 너무 만족합니다
2021.08.14,무겁지도 않고 가벼워서 괜찮음 색깔도 맘에 듭니다
2021.08.14,"일단 옆 주머니가 없어서
실용성 중요하게 생각하시는 분들은 비추에요

가방 자체가 좀 컴팩트하게 나온 거 같아서
패션용으론 좋아요

다만 학생 가방으로는 좀 모자랄 것 같네요"
2021.08.13,"다른 분들처럼 수납공간응 좀 부족하지만 어느정도 감안하고 구매했기 때문에 저는 만족해요! 그래도 공부할때 필요한거 넣는데 다 들어가요! 노트북, 아이패드, 필통, 충전기, 에어팟 등등 부족하진 않더라구요"
2021.08.13,배송도 빠르고 가장도 이쁘네요 매우 만족합니다
2021.08.12,나눌 수 있는 부분은 없르나 수납 공간은 생각보다 좋아여
2021.08.12,상품 생각보다 커서 넉넉하게 물건 잘 들어갈 것 같네요:)
2021.08.07,"고딩이라 책이 많은데
생각보다 가방이 작습니다."
2021.08.05,가격도 좋고 무난하게 쓰기 좋은거 같아요 .수납할 공간도 적당해요
2021.08.04,"방수도 되고 사이즈도 딱 적당하고 좋아요!
아직 지퍼가 좀 딱딱해서 시간이 지나야 편해질 갓 같아요"
